ndata,model,mean_fn,error_J_50,error_J_100,error_J_500,error_J_1000,PY_THETA,PY_ALPHA,repnum
250000,DP,avg,72491.05103210165,72491.802931922,69950.04238342124,67591.26383537124,1000.0,0.75,9
5000,NGG,geom,2912.3856225835507,2903.001574005366,2863.705658584083,2861.4097975359687,1000.0,0.75,8
5000,NGG,avg,2916.8811790492427,2908.7064196474166,2908.8795808130585,2852.329576981913,1000.0,0.75,8
5000,DP,geom,2251.1365118561926,2254.3090688354596,2008.7415085676746,1859.1164684541939,1000.0,0.75,8
5000,DP,avg,2238.4339455902705,2251.5338437143205,2008.7410486924705,1859.1164684541948,1000.0,0.75,8
10000,NGG,geom,4741.4093847931035,4709.282794710632,4715.249465973305,4707.135859722569,1000.0,0.75,8
10000,NGG,avg,4728.839780922066,4731.402726709266,4697.305711337547,4695.64324515959,1000.0,0.75,8
10000,DP,geom,4164.247702360724,3953.9083299548643,3527.4855323600377,3145.067680334824,1000.0,0.75,8
10000,DP,avg,4144.952811353876,3943.36349616769,3527.4310284657013,3145.0676803348256,1000.0,0.75,8
100000,NGG,geom,25440.18953941926,25351.693993871602,25525.93668424915,24892.32702900834,1000.0,0.75,8
100000,NGG,avg,25149.479878401886,25036.03246672908,25618.38863072568,26092.802852408156,1000.0,0.75,8
100000,DP,geom,33512.58824735949,33870.55479586033,31578.558751453384,29685.291504042798,1000.0,0.75,8
100000,DP,avg,33438.385004885284,33861.123549055184,31574.630833292802,29685.29150404281,1000.0,0.75,8
250000,NGG,geom,47466.27039547211,48918.44881994374,47346.44552056453,47718.0128148718,1000.0,0.75,8
250000,NGG,avg,46994.41404137539,47899.24702776746,46455.367471400656,47201.94544969373,1000.0,0.75,8
250000,DP,geom,73806.41830606927,73539.40145153459,70965.16112342491,68153.50126911218,1000.0,0.75,8
250000,DP,avg,73722.43103830196,73497.96373641524,70959.54348263031,68153.50126911218,1000.0,0.75,8
5000,NGG,geom,3016.8761648372206,3002.0097172580827,2947.961345455752,2954.6497244928996,1000.0,0.75,1
5000,NGG,avg,2999.836283484791,2986.0137279578994,2977.6985103462375,2980.6724447312963,1000.0,0.75,1
5000,DP,geom,2340.590974575298,2268.38008611009,2044.3033024592462,1896.3334945696351,1000.0,0.75,1
5000,DP,avg,2335.5800923297033,2261.711341969928,2044.207605605444,1896.3334945696356,1000.0,0.75,1
10000,NGG,geom,4816.05340690372,4819.30605575418,4826.841887709496,4871.337657997755,1000.0,0.75,1
10000,NGG,avg,4856.365142177621,4838.312302514911,4796.849742889358,4752.997300376401,1000.0,0.75,1
10000,DP,geom,4059.778064205966,3979.325388311391,3486.8631989440078,3304.057801206137,1000.0,0.75,1
10000,DP,avg,4043.414240632038,3967.783290424908,3484.507717098093,3304.057801206135,1000.0,0.75,1
100000,NGG,geom,25556.53974992101,25236.913416647287,26162.482893177723,24186.903504928996,1000.0,0.75,1
100000,NGG,avg,25628.347663992634,25072.377834227293,25256.958256318943,26688.485615743448,1000.0,0.75,1
100000,DP,geom,33302.98461975957,32716.978582500793,31075.153742401533,29144.301747160793,1000.0,0.75,1
100000,DP,avg,33197.192990168434,32685.80130302237,31072.552359538655,29144.301747160796,1000.0,0.75,1
250000,NGG,geom,48189.62184745738,48275.2323532426,46020.4071266977,45381.40020893713,1000.0,0.75,1
250000,NGG,avg,47394.093317459716,47333.024701415,47079.657709441526,49989.736063792436,1000.0,0.75,1
250000,DP,geom,73653.47863372695,72718.83186775447,69736.42772423233,67182.58030131842,1000.0,0.75,1
250000,DP,avg,73586.94821883916,72663.30871127955,69730.75883638408,67182.58030131843,1000.0,0.75,1
5000,NGG,geom,2903.050219472772,2887.8327884909386,2856.9810258234907,2838.8066736470605,1000.0,0.75,4
5000,NGG,avg,2893.589989306597,2884.0625013551185,2835.8725838648047,2819.8163211543215,1000.0,0.75,4
5000,DP,geom,2242.111098904525,2192.392440157326,1998.7071086394114,1877.458648397787,1000.0,0.75,4
5000,DP,avg,2224.583551988495,2188.888538850644,1998.5296488746726,1877.4586483977873,1000.0,0.75,4
10000,NGG,geom,4653.426091322888,4658.069374769611,4618.1240088126015,4631.490286265414,1000.0,0.75,4
10000,NGG,avg,4662.7233981743975,4660.163838001849,4548.041260288225,4615.275432186294,1000.0,0.75,4
10000,DP,geom,3974.726382729453,4004.065804926448,3529.7100856311845,3177.762817555815,1000.0,0.75,4
10000,DP,avg,3961.1595224989605,3997.11108598621,3529.679212317753,3177.7628175558157,1000.0,0.75,4
100000,NGG,geom,25398.620732778843,25670.255377528472,26021.64988642043,25423.94519148094,1000.0,0.75,4
100000,NGG,avg,25354.717629288178,25258.224156686083,25508.99606682731,24505.326905492453,1000.0,0.75,4
100000,DP,geom,33632.66247024316,33795.92780934902,31243.638861562882,29712.697513493382,1000.0,0.75,4
100000,DP,avg,33522.23670527018,33780.62004595702,31243.619392016008,29712.697513493382,1000.0,0.75,4
250000,NGG,geom,47193.585169917445,47857.006250544124,47824.88090403237,51814.692281049494,1000.0,0.75,4
250000,NGG,avg,47738.288838760716,48359.24964939848,49626.57749489839,51952.13225418335,1000.0,0.75,4
250000,DP,geom,73241.68292764136,73357.44891875835,70927.02500330319,68140.07971089377,1000.0,0.75,4
250000,DP,avg,73056.64091016079,73333.19015867353,70927.02457886747,68140.07971089375,1000.0,0.75,4
5000,NGG,geom,2843.769823483475,2829.961620956863,2834.5455322375637,2843.0264733773565,1000.0,0.75,7
5000,NGG,avg,2827.7006859139465,2857.125328161721,2831.23356122085,2837.5913581655072,1000.0,0.75,7
5000,DP,geom,2247.167929741164,2211.5112930879923,2109.13984406332,1856.193413047659,1000.0,0.75,7
5000,DP,avg,2241.827511503426,2206.25291955617,2109.076134069235,1856.1934130476589,1000.0,0.75,7
10000,NGG,geom,4877.249320471458,4895.783736968058,4806.010161768041,4806.129840129399,1000.0,0.75,7
10000,NGG,avg,4840.0214170838635,4869.826541911795,4851.273515516394,4738.160964859406,1000.0,0.75,7
10000,DP,geom,3924.9921539195325,3848.711493852219,3504.015017450276,3233.4443657298903,1000.0,0.75,7
10000,DP,avg,3904.5005934245264,3839.3378674384157,3503.6789385477823,3233.4443657298934,1000.0,0.75,7
100000,NGG,geom,25546.96931569821,25408.162570490356,25055.087803093465,25676.258144301653,1000.0,0.75,7
100000,NGG,avg,25386.761255465062,25442.556529981815,24983.71464947293,26414.16953702961,1000.0,0.75,7
100000,DP,geom,33175.50984699102,33084.68010940474,31168.348518793166,29281.20193543435,1000.0,0.75,7
100000,DP,avg,33084.96495476202,33067.51774948611,31168.008148683497,29281.201935434347,1000.0,0.75,7
250000,NGG,geom,47209.01669082195,47523.154875630906,48274.32064641324,46618.75391064398,1000.0,0.75,7
250000,NGG,avg,47608.83778159782,47655.87577882004,50444.852686599195,47506.599200292345,1000.0,0.75,7
250000,DP,geom,73196.01137142406,72946.0039682255,70464.16759297437,67443.84080737903,1000.0,0.75,7
250000,DP,avg,73099.57622386824,72928.5123417997,70456.10468607754,67443.84080737902,1000.0,0.75,7
5000,NGG,geom,197.31152376740448,288.8949541122561,463.07499721763327,487.46809794631156,100.0,0.25,2
5000,NGG,avg,199.99359748917925,274.6020336529617,447.5210131063073,504.040546391671,100.0,0.25,2
5000,DP,geom,545.0116796971616,551.8887117737648,562.1260438494879,562.1907474828693,100.0,0.25,2
5000,DP,avg,544.5171523051663,551.692358160926,562.1033067063504,562.1907474828693,100.0,0.25,2
10000,NGG,geom,165.41520472929676,256.8516355363365,435.23870931532406,520.7863087649735,100.0,0.25,2
10000,NGG,avg,159.25347971943188,259.610716851962,477.4645459070066,498.95243222996424,100.0,0.25,2
10000,DP,geom,717.916887551298,730.4484003868198,743.5912758728841,748.7279527329097,100.0,0.25,2
10000,DP,avg,717.1095042680405,730.0237065529554,743.5701826053914,748.7279527329097,100.0,0.25,2
100000,NGG,geom,763.5993295112598,829.6483839310763,917.427855135641,762.9172974577109,100.0,0.25,2
100000,NGG,avg,663.3891258460799,860.4797002810756,718.9979226816449,1552.1245612036323,100.0,0.25,2
100000,DP,geom,1541.367599891792,1496.434235553931,1285.8562670893625,1233.2814932140045,100.0,0.25,2
100000,DP,avg,1540.9417113082973,1496.1673280159146,1285.8378914668074,1233.2814932140045,100.0,0.25,2
250000,NGG,geom,1834.4550037256258,1767.5824856824188,2666.679557943913,3147.431497624474,100.0,0.25,2
250000,NGG,avg,1839.898387786303,1773.8325137599036,2876.1775310239154,2518.4787105022015,100.0,0.25,2
250000,DP,geom,2036.3578368745625,1982.425368000789,1634.3417465920177,1486.4477146258916,100.0,0.25,2
250000,DP,avg,2035.0243042212821,1981.8923599200243,1634.3310101517347,1486.4477146258914,100.0,0.25,2
5000,NGG,geom,230.3198386618589,327.86991576552816,477.3255342909371,532.5333414775266,100.0,0.25,10
5000,NGG,avg,229.59497962844978,313.5590439906422,483.96504195413837,528.1119318541242,100.0,0.25,10
5000,DP,geom,574.8870054874959,585.5275244648724,598.648408614092,596.2129845762482,100.0,0.25,10
5000,DP,avg,573.8823064667921,585.0841678599663,598.6414912330742,596.2129845762482,100.0,0.25,10
10000,NGG,geom,180.6120927705913,294.3975521643737,497.78843867815647,593.9030384820514,100.0,0.25,10
10000,NGG,avg,188.0978764886329,286.12706336181714,495.1623486979752,571.6316784858939,100.0,0.25,10
10000,DP,geom,751.3441056924025,768.3352028048906,780.2253720029121,786.0144819390335,100.0,0.25,10
10000,DP,avg,749.6908376245106,767.97824049134,780.2059204368256,786.0144819390335,100.0,0.25,10
100000,NGG,geom,848.0581460597909,681.9567513940237,771.8834286060901,813.1479028695521,100.0,0.25,10
100000,NGG,avg,733.0999964845414,774.0888111773206,902.2952351843614,1068.9459317274336,100.0,0.25,10
100000,DP,geom,1662.8163336231476,1597.1583410777953,1354.5477819228927,1271.5935725388433,100.0,0.25,10
100000,DP,avg,1662.0068206998344,1597.046261843716,1354.521445776826,1271.5935725388433,100.0,0.25,10
250000,NGG,geom,1803.0115299900563,2044.9492906123205,2945.5991324338975,2349.218914654374,100.0,0.25,10
250000,NGG,avg,1484.9395786102896,2037.6654112156903,2790.298149803033,2817.1158750727654,100.0,0.25,10
250000,DP,geom,2227.4245533628223,2165.1232257722327,1773.605951139642,1604.825236740348,100.0,0.25,10
250000,DP,avg,2226.6629119489303,2164.922117767005,1773.5913031851874,1604.8252367403481,100.0,0.25,10
5000,NGG,geom,1546.1439004383983,1550.6488599580382,1661.179336609021,1740.831276657773,1000.0,0.25,10
5000,NGG,avg,1529.873253572885,1544.9649813642977,1661.1318870811494,1731.5883736487376,1000.0,0.25,10
5000,DP,geom,1624.761757847642,1630.8120416247252,1437.0545271529945,1400.8273090334014,1000.0,0.25,10
5000,DP,avg,1620.9468261409634,1629.0299009586058,1436.6014236142005,1400.8273090334014,1000.0,0.25,10
10000,NGG,geom,1768.1157495431833,1811.567591194112,1904.8434420759174,2119.0123845062017,1000.0,0.25,10
10000,NGG,avg,1732.1140034266457,1793.1549936380238,1976.795378597425,2103.299979884672,1000.0,0.25,10
10000,DP,geom,2421.702737335177,2313.4365329947277,2038.8070783056423,1828.7448301552497,1000.0,0.25,10
10000,DP,avg,2411.5232960936437,2312.558524065669,2038.740652983889,1828.7448301552495,1000.0,0.25,10
100000,NGG,geom,100.51880655880996,60.31291311510904,556.9653533630735,236.62531612260682,1000.0,0.25,10
100000,NGG,avg,277.4423892963714,50.41573297528885,308.03341995679875,901.6097092147957,1000.0,0.25,10
100000,DP,geom,6926.553117149441,6756.892020818036,5793.083807313255,4962.20025265072,1000.0,0.25,10
100000,DP,avg,6908.598842735326,6751.08514869118,5792.8879004933815,4962.200252650719,1000.0,0.25,10
250000,NGG,geom,2103.5116570227074,2864.726564382845,3059.3754042988057,2142.2508661023876,1000.0,0.25,10
250000,NGG,avg,2283.813670246451,2509.8400055208804,1582.8302771125782,1914.980191791894,1000.0,0.25,10
250000,DP,geom,9673.817690105378,9733.030068324762,8462.359848193828,7406.14136028653,1000.0,0.25,10
250000,DP,avg,9634.635800622505,9721.545248651139,8461.872380829918,7406.14136028653,1000.0,0.25,10
5000,NGG,geom,39.46189102911498,37.92246042555033,38.84475041778569,26.572076677668804,10.0,0.25,10
5000,NGG,avg,42.483559015595176,37.3811593962202,24.900069461752082,9.270272109136272,10.0,0.25,10
5000,DP,geom,137.7485046571674,140.21426259409012,140.9814465950242,142.26910038262182,10.0,0.25,10
5000,DP,avg,137.57310842136437,140.153291402606,140.96113298120406,142.26910038262182,10.0,0.25,10
10000,NGG,geom,137.69472742176185,117.60303451172041,206.995771965416,129.71433281279258,10.0,0.25,10
10000,NGG,avg,123.53814168466067,133.72148754563375,99.95438934398794,107.66720961283505,10.0,0.25,10
10000,DP,geom,179.19099571699172,180.96652954094637,181.75671781702616,181.45970057593988,10.0,0.25,10
10000,DP,avg,178.94395511045366,180.86855056700327,181.7561718705672,181.45970057593988,10.0,0.25,10
100000,NGG,geom,896.01686767926,925.0312532923215,905.8339177665393,1415.2591472909735,10.0,0.25,10
100000,NGG,avg,906.6454624363207,873.1254685471238,1363.2849496038682,1072.139618493282,10.0,0.25,10
100000,DP,geom,341.08814925867284,342.64560744326604,344.2945886281524,343.71409512791195,10.0,0.25,10
100000,DP,avg,340.92038614927014,342.5009901429892,344.28578684301317,343.71409512791195,10.0,0.25,10
250000,NGG,geom,1593.5010317395354,1799.6568568833918,2239.213430498345,1474.8359340967734,10.0,0.25,10
250000,NGG,avg,1762.1546909628996,1605.8775629687616,1459.8849355437226,1017.457159148666,10.0,0.25,10
250000,DP,geom,440.5311966721449,444.37802863058994,445.86420335244367,445.2363936529307,10.0,0.25,10
250000,DP,avg,440.13359937244115,444.27453167399074,445.86134115641545,445.23639365293064,10.0,0.25,10
5000,NGG,geom,819.5700923877789,887.7276678782341,1069.5263292313693,1117.691180564894,10.0,0.75,3
5000,NGG,avg,833.0071249280263,886.5628291209921,1058.5961452812885,1122.4142177071458,10.0,0.75,3
5000,DP,geom,1140.7155777581995,1108.3498595364179,1046.4003374026697,1059.8334308059957,10.0,0.75,3
5000,DP,avg,1140.377463446354,1107.8709570861206,1046.4001560862453,1059.833430805996,10.0,0.75,3
10000,NGG,geom,1278.4160032534924,1350.8792822781356,1515.6784661151928,1637.5267027597845,10.0,0.75,3
10000,NGG,avg,1263.779365135484,1334.3438603559237,1493.076419095183,1615.1971586405766,10.0,0.75,3
10000,DP,geom,1939.25696344006,1864.385671260217,1582.8732746896835,1498.0142167441484,10.0,0.75,3
10000,DP,avg,1938.9918586862138,1864.2236218217574,1582.8687371002882,1498.0142167441481,10.0,0.75,3
100000,NGG,geom,7198.679728262049,7216.5613564705545,7318.341880454211,6830.20393305634,10.0,0.75,3
100000,NGG,avg,7097.137825126049,7380.201504749429,7038.693057336801,7305.474810215759,10.0,0.75,3
100000,DP,geom,12075.726853796534,11906.841259897516,10972.73246644596,10159.860765776908,10.0,0.75,3
100000,DP,avg,12075.245714499313,11906.760181191741,10972.731770480781,10159.860765776908,10.0,0.75,3
250000,NGG,geom,14192.474288234294,14690.473192470872,14893.210964012604,14270.405620342239,10.0,0.75,3
250000,NGG,avg,14012.527531294078,14349.321545909763,14971.562305733818,14530.956397875194,10.0,0.75,3
250000,DP,geom,24349.501356845947,24174.682588578555,23044.538027845327,21949.351093442936,10.0,0.75,3
250000,DP,avg,24348.94284934894,24174.579434027197,23044.45180639313,21949.351093442936,10.0,0.75,3
5000,NGG,geom,216.01199037854383,314.34688374764426,506.51287299572436,528.3678418256907,100.0,0.25,4
5000,NGG,avg,208.15865431341234,303.5498144784927,509.1201096189211,543.3694720097137,100.0,0.25,4
5000,DP,geom,585.3560649472071,598.4154251340988,609.6567901182569,607.2405145225737,100.0,0.25,4
5000,DP,avg,583.8970017057859,598.0108342992115,609.6232423706459,607.2405145225737,100.0,0.25,4
10000,NGG,geom,117.98676185141915,239.10993434347643,538.3009272173463,469.48616620289516,100.0,0.25,4
10000,NGG,avg,130.19697185456732,219.49431850715303,516.0776457799932,547.2224205372706,100.0,0.25,4
10000,DP,geom,724.0640901854808,749.0476628106151,762.6983690906369,763.3051602306854,100.0,0.25,4
10000,DP,avg,722.9740409493118,748.7237690856065,762.6676166132172,763.3051602306854,100.0,0.25,4
100000,NGG,geom,648.3440409922728,736.6297322540113,655.851083420946,1383.503303841056,100.0,0.25,4
100000,NGG,avg,909.5182933281922,934.3813808699233,1249.3484413502506,1004.9542553503479,100.0,0.25,4
100000,DP,geom,1554.6563774934848,1506.671313662393,1284.207261670614,1225.9537063365262,100.0,0.25,4
100000,DP,avg,1553.584511374065,1506.2831855484542,1284.2072597777294,1225.953706336526,100.0,0.25,4
250000,NGG,geom,1687.1863981363786,1899.1721112049363,2495.877834235942,2774.296921012675,100.0,0.25,4
250000,NGG,avg,1962.0853561584208,1972.3421595788477,2218.2319570038,2429.457068512198,100.0,0.25,4
250000,DP,geom,2098.862737342108,2034.7352094658834,1672.050365794149,1500.510517568008,100.0,0.25,4
250000,DP,avg,2097.5413975096835,2034.1946601962256,1672.0260716482283,1500.5105175680083,100.0,0.25,4
5000,NGG,geom,79.3313516633809,70.27996624044883,78.4309615135484,65.03442547804437,10.0,0.25,1
5000,NGG,avg,76.95358072984808,72.51037241833376,77.05871908166722,60.94167803889269,10.0,0.25,1
5000,DP,geom,94.4732107635756,95.34751467459954,95.30002358102072,95.56459747558051,10.0,0.25,1
5000,DP,avg,94.31707110715374,95.30884237210844,95.30002358102074,95.56459747558051,10.0,0.25,1
10000,NGG,geom,148.3996425597985,163.629654599013,171.45403633604127,146.10143014226946,10.0,0.25,1
10000,NGG,avg,181.14439921553787,144.1821745507135,183.47113927163264,163.7205848019558,10.0,0.25,1
10000,DP,geom,111.6771934504922,112.51530728204229,113.00835987389686,113.32978300586063,10.0,0.25,1
10000,DP,avg,111.56946698058599,112.43899875285273,113.00835987389688,113.32978300586063,10.0,0.25,1
100000,NGG,geom,836.8947911754187,870.717403998188,1001.0677723338315,819.3267842117637,10.0,0.25,1
100000,NGG,avg,827.4412621944509,1064.5006281753833,482.3675466214554,976.3240554151255,10.0,0.25,1
100000,DP,geom,257.4885092887379,257.5934307973147,259.8403426640993,259.02605026271243,10.0,0.25,1
100000,DP,avg,257.1244447963169,257.444369302911,259.74653749635223,259.02605026271243,10.0,0.25,1
250000,NGG,geom,1435.6036664714475,1758.6407011931806,1565.6195553496332,1010.3511707020373,10.0,0.25,1
250000,NGG,avg,1562.697173097283,1852.2737929678615,1829.7533652933362,1798.7391229780578,10.0,0.25,1
250000,DP,geom,340.3158568138432,340.0173264001344,341.53410784531013,343.7462233197402,10.0,0.25,1
250000,DP,avg,340.1268185033373,339.9352845601883,341.5226760623818,343.7462233197402,10.0,0.25,1
5000,NGG,geom,257.6903385072984,333.72175042955337,495.09608062251914,516.2096939536067,100.0,0.25,8
5000,NGG,avg,252.99201311791495,330.3814952049662,480.37955225130264,512.237906628727,100.0,0.25,8
5000,DP,geom,580.981619033636,589.6749242868066,597.7204736480979,599.4011817058673,100.0,0.25,8
5000,DP,avg,580.2795986353616,589.4398842686111,597.6986676692042,599.4011817058674,100.0,0.25,8
10000,NGG,geom,168.8101708109799,321.3192599145773,479.4856388553414,522.3204365232417,100.0,0.25,8
10000,NGG,avg,164.07453928629593,305.3748589204722,541.2057587107092,553.0016140333674,100.0,0.25,8
10000,DP,geom,744.495994251453,774.4481099127752,780.8024113141249,787.3196862714411,100.0,0.25,8
10000,DP,avg,743.2426765909278,774.0644821616222,780.7884329980906,787.3196862714411,100.0,0.25,8
100000,NGG,geom,806.2245045394229,644.019608673485,795.3965688899448,1214.0558614429815,100.0,0.25,8
100000,NGG,avg,817.080636151647,807.3000647716485,725.2702131148908,698.7034048680584,100.0,0.25,8
100000,DP,geom,1612.4571835435484,1571.282114385723,1331.6710595661993,1279.306467708203,100.0,0.25,8
100000,DP,avg,1610.8058925641499,1570.7992364408005,1331.6304977200948,1279.3064677082034,100.0,0.25,8
250000,NGG,geom,1720.1193970816003,2124.5220150146724,2512.990065346409,3244.3686703922876,100.0,0.25,8
250000,NGG,avg,1731.1769739139818,1683.1678780763832,2208.9760389645253,2228.8396145627567,100.0,0.25,8
250000,DP,geom,2132.6561650431413,2080.0906156376855,1705.3380606338114,1538.3661654029643,100.0,0.25,8
250000,DP,avg,2131.6587096654475,2079.936789266156,1705.3376619599485,1538.3661654029643,100.0,0.25,8
5000,NGG,geom,233.15922644209218,311.04356059611206,459.66730898855957,495.6984378652472,100.0,0.25,6
5000,NGG,avg,229.7087285433754,313.53943304860593,464.1670731169015,514.2131091642019,100.0,0.25,6
5000,DP,geom,556.7420499821128,567.9976024547175,574.9170757075999,578.5019370413984,100.0,0.25,6
5000,DP,avg,555.4748926695356,567.7817198599993,574.8734015122718,578.5019370413984,100.0,0.25,6
10000,NGG,geom,150.9006259015872,264.1670594665052,455.0760955206501,520.4073276895843,100.0,0.25,6
10000,NGG,avg,146.95072217732104,282.4312169221047,489.8306758362342,428.0465261947507,100.0,0.25,6
10000,DP,geom,716.1692891604317,731.7563591953003,741.0878076122384,740.8880582274946,100.0,0.25,6
10000,DP,avg,714.6758304903674,731.2657852111106,741.0804204688591,740.8880582274946,100.0,0.25,6
100000,NGG,geom,600.0266962393939,645.8684782690921,1006.9221573125437,810.4412619037248,100.0,0.25,6
100000,NGG,avg,615.6259895648795,664.7038800516507,1082.8898993607577,1241.709529641741,100.0,0.25,6
100000,DP,geom,1587.6301588418519,1526.3481721066837,1320.199611631564,1267.3984852763606,100.0,0.25,6
100000,DP,avg,1586.7386803490351,1526.0591332784998,1320.1601453326014,1267.3984852763608,100.0,0.25,6
250000,NGG,geom,1742.0656145755647,1719.865620266367,2131.840471301397,2563.994071622331,100.0,0.25,6
250000,NGG,avg,1651.5917335170075,1478.951747832445,2819.8226816469787,2693.29583099492,100.0,0.25,6
250000,DP,geom,2143.9355227981778,2083.456455988653,1722.437576398114,1597.0645246384524,100.0,0.25,6
250000,DP,avg,2142.8504832252647,2083.1187541640206,1722.3573884987827,1597.0645246384527,100.0,0.25,6
5000,NGG,geom,71.46771819880252,78.518566909788,74.7815517272231,80.99450432762538,10.0,0.25,9
5000,NGG,avg,66.92592808708855,80.33737787097434,74.74849934323223,61.874281520201976,10.0,0.25,9
5000,DP,geom,105.04516803656307,104.62744790397831,105.51385855182893,105.28595127523957,10.0,0.25,9
5000,DP,avg,104.94386523694196,104.57958804158159,105.50716904488593,105.28595127523957,10.0,0.25,9
10000,NGG,geom,140.48968396972413,158.21850445072465,107.03075427120291,122.46623378021599,10.0,0.25,9
10000,NGG,avg,164.32942511554938,158.18206305689597,198.45366128902492,217.072137453523,10.0,0.25,9
10000,DP,geom,138.31701702783857,140.51233719385638,140.84272583671248,141.26317181852596,10.0,0.25,9
10000,DP,avg,138.15195572278265,140.4536950304443,140.84272583671248,141.26317181852596,10.0,0.25,9
100000,NGG,geom,895.3100934472252,1007.9585374620494,782.9617217373477,1180.1831842120855,10.0,0.25,9
100000,NGG,avg,867.1356912777098,1026.4910519353073,1266.9536904861193,1079.0679973077038,10.0,0.25,9
100000,DP,geom,288.81853722906425,289.708123955312,290.4216791501115,291.0266499947349,10.0,0.25,9
100000,DP,avg,288.48095619584166,289.68225099614426,290.41849346343525,291.0266499947349,10.0,0.25,9
250000,NGG,geom,1637.615652565331,1493.1875313244532,1632.8324694377443,919.6741374958331,10.0,0.25,9
250000,NGG,avg,1726.791532285008,1741.8567228154434,1584.1893723489923,1969.4433088149426,10.0,0.25,9
250000,DP,geom,390.21501739626586,391.2999187581083,389.74250326971037,391.862892303291,10.0,0.25,9
250000,DP,avg,389.9888928641552,391.164730568011,389.73983735407074,391.862892303291,10.0,0.25,9
5000,NGG,geom,61.19809216884252,67.78766729024306,50.22898036908478,68.51539338625935,10.0,0.25,4
5000,NGG,avg,62.74179281902349,53.47303341074445,49.73906030328493,52.07117450690461,10.0,0.25,4
5000,DP,geom,103.91941595013867,104.7364887666929,104.58741343904971,104.86821071714174,10.0,0.25,4
5000,DP,avg,103.8187217230304,104.70739380902799,104.58741343904971,104.86821071714172,10.0,0.25,4
10000,NGG,geom,150.24210490447888,143.89033370524407,176.38372064052476,171.18761216110283,10.0,0.25,4
10000,NGG,avg,144.88283004529956,144.92561490097273,193.1219606439616,101.55357761835594,10.0,0.25,4
10000,DP,geom,127.23423431866823,128.3781156693111,127.33293941870247,128.6594627362389,10.0,0.25,4
10000,DP,avg,127.12544253175679,128.31613092893463,127.33293941870247,128.6594627362389,10.0,0.25,4
100000,NGG,geom,835.4924292463495,995.323749514502,796.7637041607973,849.627822193605,10.0,0.25,4
100000,NGG,avg,929.1355237190669,774.1244022842352,1045.4560502483478,1078.9719665623181,10.0,0.25,4
100000,DP,geom,265.741897596309,263.45641225782254,264.71322622499576,266.1414354810539,10.0,0.25,4
100000,DP,avg,265.46822625144864,263.3670136674062,264.7099233467085,266.141435481054,10.0,0.25,4
250000,NGG,geom,1552.0915065807533,1384.922696750032,2170.362767522286,1026.6146349277265,10.0,0.25,4
250000,NGG,avg,1590.6736086828162,1398.7870285780477,1419.4084251390173,2057.9619327331948,10.0,0.25,4
250000,DP,geom,334.79052342213015,335.2167110412595,333.86258119466817,334.25170421031845,10.0,0.25,4
