ndata,model,mean_fn,error_J_50,error_J_100,error_J_500,error_J_1000,PY_THETA,PY_ALPHA,repnum
250000,DP,avg,334.2681590771798,335.04876466564826,333.8425037070981,334.25170421031845,10.0,0.25,4
5000,NGG,geom,218.70868380893836,322.61556122500616,490.7155341923808,525.1565438457419,100.0,0.25,5
5000,NGG,avg,221.1338097544787,330.67645519829045,496.6433256219605,514.5128645548676,100.0,0.25,5
5000,DP,geom,579.9771001348614,595.4056918937466,603.1464954503992,602.9450072134754,100.0,0.25,5
5000,DP,avg,579.7093889724468,595.0862759489293,603.1463896282087,602.9450072134754,100.0,0.25,5
10000,NGG,geom,143.92732898290353,253.58655352417406,513.7723730433236,569.2814493534024,100.0,0.25,5
10000,NGG,avg,165.68702428267943,284.4581160539751,458.22364184567806,496.8816350426554,100.0,0.25,5
10000,DP,geom,740.0144372790932,750.8105554738054,769.5553727953474,766.2939653415267,100.0,0.25,5
10000,DP,avg,738.9360366135351,750.1900757530137,769.48225251153,766.2939653415266,100.0,0.25,5
100000,NGG,geom,671.5976701462264,735.6439023163261,888.1043629259416,851.4570521777596,100.0,0.25,5
100000,NGG,avg,664.4658542867314,653.4317398408448,827.1292180292021,878.4404569652311,100.0,0.25,5
100000,DP,geom,1643.4905320769037,1581.264560545691,1355.4827616124571,1286.7642165619995,100.0,0.25,5
100000,DP,avg,1642.8385956739476,1580.9375151126126,1355.4580419138265,1286.7642165619993,100.0,0.25,5
250000,NGG,geom,1661.5043191697714,1736.4510538206914,2269.902213438917,3244.8715621942556,100.0,0.25,5
250000,NGG,avg,1779.5514819630025,1875.3465986428473,1968.293664225741,2297.547573997809,100.0,0.25,5
250000,DP,geom,2159.7984148346213,2100.686757763383,1741.2596451920017,1553.374752964629,100.0,0.25,5
250000,DP,avg,2158.6483249532175,2100.3869887431365,1741.252520968525,1553.374752964629,100.0,0.25,5
5000,NGG,geom,51.58157749824005,57.55623992610384,68.30882083697375,29.16588956414884,10.0,0.25,2
5000,NGG,avg,55.78133796947651,54.68387926262335,57.56016950477502,25.566888808825695,10.0,0.25,2
5000,DP,geom,130.38356387337737,131.33800941962187,133.44290034332946,132.2853822833504,10.0,0.25,2
5000,DP,avg,130.26421082558767,131.29924844641332,133.3931194027452,132.2853822833504,10.0,0.25,2
10000,NGG,geom,126.05243991263467,134.58061372564305,143.60864720822775,74.13155790424429,10.0,0.25,2
10000,NGG,avg,138.75111453066785,125.23027452771919,89.37829004389368,110.97806855212644,10.0,0.25,2
10000,DP,geom,168.84956267767336,170.50431676042285,171.05501952372637,172.6057684927723,10.0,0.25,2
10000,DP,avg,168.69965885165817,170.42473241567532,171.05501952372637,172.6057684927723,10.0,0.25,2
100000,NGG,geom,792.6746370944893,925.0749642145984,798.7367624004744,1069.4646887897854,10.0,0.25,2
100000,NGG,avg,853.0712360256623,892.4937536499283,1234.287484697356,699.4662214679975,10.0,0.25,2
100000,DP,geom,342.46002507328444,341.59216918661366,347.6198127242583,346.7966045591939,10.0,0.25,2
100000,DP,avg,342.17316101101187,341.4527857688937,347.6197836632227,346.7966045591939,10.0,0.25,2
250000,NGG,geom,1420.1543514801392,1719.1583581221994,1674.6979734909155,2609.787132915597,10.0,0.25,2
250000,NGG,avg,1824.782789463568,1945.3211645041938,1489.9166959164022,2690.61350516322,10.0,0.25,2
250000,DP,geom,439.4371579267107,442.3852276472018,444.15498666400487,444.67552876801807,10.0,0.25,2
250000,DP,avg,439.07075546548504,442.1935799103865,444.0985532284623,444.67552876801807,10.0,0.25,2
5000,NGG,geom,952.6185399416863,1012.3910263947129,1242.5874812328454,1323.7867547653168,10.0,0.75,5
5000,NGG,avg,949.1327279393483,1030.3853210429397,1237.341806843698,1307.7389805419666,10.0,0.75,5
5000,DP,geom,1319.8388788616128,1285.5697216346773,1181.2699941361702,1173.0374698356225,10.0,0.75,5
5000,DP,avg,1319.0617792784612,1285.3525872264743,1181.2612620057475,1173.0374698356227,10.0,0.75,5
10000,NGG,geom,1598.1301920603037,1671.4196266599056,1850.4356969846324,1943.4548058750743,10.0,0.75,5
10000,NGG,avg,1625.356034483512,1678.77216397886,1840.034028284181,1964.2779016707127,10.0,0.75,5
10000,DP,geom,2361.3107544012587,2271.812868535928,1912.8460170411,1769.2605243032967,10.0,0.75,5
10000,DP,avg,2360.089706933405,2271.465617144084,1912.8394272180294,1769.260524303297,10.0,0.75,5
100000,NGG,geom,8770.904407250846,8772.281260171165,9513.119135504821,8876.069646386337,10.0,0.75,5
100000,NGG,avg,8458.411780232538,8959.980622470097,9188.392577428081,9155.778312432678,10.0,0.75,5
100000,DP,geom,14814.94388438965,14638.960336196553,13601.095271381599,12653.916960437658,10.0,0.75,5
100000,DP,avg,14812.454983109463,14638.769238365187,13601.094984369878,12653.916960437658,10.0,0.75,5
250000,NGG,geom,16268.06203115985,17367.370279989576,18052.916537191413,18831.274269601967,10.0,0.75,5
250000,NGG,avg,16217.529493550246,17701.739472289828,18206.828535691304,17082.75818374668,10.0,0.75,5
250000,DP,geom,29869.96006503699,29662.551171204996,28384.62197045424,27184.85841721651,10.0,0.75,5
250000,DP,avg,29867.333837593593,29661.90529063813,28384.6180797294,27184.85841721651,10.0,0.75,5
5000,NGG,geom,86.31519957457527,106.25806880226429,88.02351112921178,51.06164532802626,10.0,0.25,5
5000,NGG,avg,79.52068985708155,84.26254792152059,74.26653704977434,98.64561076316417,10.0,0.25,5
5000,DP,geom,100.80502004158679,100.92660580594219,102.06088585417308,102.35732965339149,10.0,0.25,5
5000,DP,avg,100.66791091888415,100.90490749958215,102.06088585417307,102.35732965339149,10.0,0.25,5
10000,NGG,geom,155.08154564553206,151.17704085440295,178.91300538583147,111.94706149145219,10.0,0.25,5
10000,NGG,avg,161.80911010296325,173.59971060343315,165.58802053271467,152.6305454806227,10.0,0.25,5
10000,DP,geom,123.6762546411027,125.80071381271664,124.72000716558857,126.05022648260595,10.0,0.25,5
10000,DP,avg,123.51170645666073,125.74584757587856,124.72000716558857,126.05022648260595,10.0,0.25,5
100000,NGG,geom,864.2870689654587,1006.441879003512,871.9169535387155,658.3672495495371,10.0,0.25,5
100000,NGG,avg,947.8142325227368,889.2643379278791,1150.9822080267468,699.5177534585002,10.0,0.25,5
100000,DP,geom,254.9015650883003,256.56619780802583,257.5358482351623,257.93326444999667,10.0,0.25,5
100000,DP,avg,254.69294841856853,256.4785546073396,257.53236656195145,257.93326444999667,10.0,0.25,5
250000,NGG,geom,1576.3638453115598,1626.5175354443033,1929.9971240092195,1237.6832642162904,10.0,0.25,5
250000,NGG,avg,1592.667389476482,1398.2453356785652,1120.5181046367127,1911.7731551664883,10.0,0.25,5
250000,DP,geom,356.2573340699617,359.069340929635,359.43663801413066,358.7551138484804,10.0,0.25,5
250000,DP,avg,355.8776810489374,359.00830676241355,359.4364708795558,358.7551138484804,10.0,0.25,5
5000,NGG,geom,663.9478461854004,685.0248094854062,744.6328218899714,755.2447750840279,10.0,0.75,1
5000,NGG,avg,668.9052749171119,693.7929563309768,764.6001330642214,756.0312619569827,10.0,0.75,1
5000,DP,geom,894.1262134028769,896.9585870847473,911.9297643189589,906.370334575654,10.0,0.75,1
5000,DP,avg,893.4200629852514,896.7523608651686,911.8689405534578,906.370334575654,10.0,0.75,1
10000,NGG,geom,1127.5362890275487,1152.172064455592,1151.5622417016675,1251.8357196355619,10.0,0.75,1
10000,NGG,avg,1150.2586749329034,1135.2492338347017,1158.7300875733963,1252.7234054900302,10.0,0.75,1
10000,DP,geom,1592.3037055584773,1519.4767421654062,1318.2354055257813,1292.8684823410642,10.0,0.75,1
10000,DP,avg,1592.1468831305012,1519.3304616093642,1318.2035154773343,1292.8684823410645,10.0,0.75,1
100000,NGG,geom,5879.548788134514,6220.816008161778,5896.035015335542,5163.7111921172545,10.0,0.75,1
100000,NGG,avg,5844.119820071395,5885.650495916349,5784.378007668532,5529.147797597963,10.0,0.75,1
100000,DP,geom,9823.53341064504,9662.173481361831,8812.716701730706,8083.158634910114,10.0,0.75,1
100000,DP,avg,9823.357996135783,9662.0737645518,8812.716696235137,8083.158634910114,10.0,0.75,1
250000,NGG,geom,12196.50783217906,12053.119130869072,11751.219746717896,11746.775817584416,10.0,0.75,1
250000,NGG,avg,11735.8081886349,11950.470948925664,11602.525387648682,10490.589936989207,10.0,0.75,1
250000,DP,geom,19920.759786518418,19747.857714327653,18732.687172845126,17765.161220178714,10.0,0.75,1
250000,DP,avg,19920.642051247087,19747.742117135822,18732.68525384282,17765.161220178714,10.0,0.75,1
5000,NGG,geom,879.0094824442698,930.8118146450585,1116.4383781929496,1173.3697402391576,10.0,0.75,7
5000,NGG,avg,875.5726889269938,926.6105564136873,1121.1612482615183,1178.1826727454213,10.0,0.75,7
5000,DP,geom,1197.7744992389153,1154.6812327093928,1089.2889029909584,1091.9374371762615,10.0,0.75,7
5000,DP,avg,1196.7416538205357,1154.3574276921788,1089.237783530659,1091.9374371762615,10.0,0.75,7
10000,NGG,geom,1459.4260731508834,1506.8113806299864,1618.7822634962208,1723.3382363230435,10.0,0.75,7
10000,NGG,avg,1455.207027106493,1501.8556899506314,1650.975969073848,1752.8311812829775,10.0,0.75,7
10000,DP,geom,2110.7091234655704,2025.8307182839467,1725.5904003030696,1614.5269450825342,10.0,0.75,7
10000,DP,avg,2110.3741517817607,2025.6578022017384,1725.5895571337444,1614.5269450825344,10.0,0.75,7
100000,NGG,geom,8315.883886187785,8510.11640716469,8969.125213571799,8184.416253971556,10.0,0.75,7
100000,NGG,avg,8375.433173265345,8609.72701030455,8496.233493292857,8585.00557606406,10.0,0.75,7
100000,DP,geom,13660.24201621804,13491.962244442693,12501.509610110505,11635.95108562805,10.0,0.75,7
100000,DP,avg,13659.233221118984,13491.737952402973,12501.482848730759,11635.95108562805,10.0,0.75,7
250000,NGG,geom,16765.13670979708,16622.706631382385,17798.996825510883,16836.481895401925,10.0,0.75,7
250000,NGG,avg,16446.679649508365,16634.48757425471,17019.704927364888,17754.258912055335,10.0,0.75,7
250000,DP,geom,27697.096506024343,27519.2623892521,26305.086654286988,25152.12618274529,10.0,0.75,7
250000,DP,avg,27696.19434158397,27519.016860645952,26305.08280274895,25152.12618274529,10.0,0.75,7
5000,NGG,geom,1403.100896063781,1434.7774631156954,1551.1743721427029,1697.5063866638866,1000.0,0.25,5
5000,NGG,avg,1412.5224767829247,1420.7124263563119,1566.1298952902844,1674.1288277631609,1000.0,0.25,5
5000,DP,geom,1582.1432174030224,1586.379607716869,1404.9238034757818,1414.6067785458092,1000.0,0.25,5
5000,DP,avg,1576.6348621544541,1583.4425587388982,1404.5548481144085,1414.6067785458094,1000.0,0.25,5
10000,NGG,geom,1597.4486214468745,1659.1049006141336,1901.0480345300348,1990.3609740190595,1000.0,0.25,5
10000,NGG,avg,1615.972873187955,1638.550933895678,1813.5959900524897,1970.114242893519,1000.0,0.25,5
10000,DP,geom,2324.560481627128,2298.753573605366,1967.3422888819314,1770.8869964012174,1000.0,0.25,5
10000,DP,avg,2318.1990795625907,2297.015555317717,1967.34165351986,1770.8869964012172,1000.0,0.25,5
100000,NGG,geom,415.3070242239519,424.0005538988571,340.955972858319,1124.5443787621334,1000.0,0.25,5
100000,NGG,avg,203.9070711558852,579.9224793699414,111.05010430892435,727.362069846934,1000.0,0.25,5
100000,DP,geom,6767.920256555844,6718.195501923357,5672.720188059511,4855.16036687495,1000.0,0.25,5
100000,DP,avg,6749.518876538199,6709.161578374376,5672.703043805968,4855.160366874952,1000.0,0.25,5
250000,NGG,geom,2280.3540106066393,2458.8035120403238,2272.823947436498,1928.7068385889943,1000.0,0.25,5
250000,NGG,avg,2032.7213066838067,1440.4305483982516,1977.9206958333125,3386.7307117013206,1000.0,0.25,5
250000,DP,geom,9666.866008542645,9264.698686651649,8149.3553845501865,7068.47187130325,1000.0,0.25,5
250000,DP,avg,9651.91230364945,9263.686059084339,8149.282269461096,7068.471871303253,1000.0,0.25,5
5000,NGG,geom,220.47690706554255,323.7763794525796,502.208309196168,520.9801794752632,100.0,0.25,9
5000,NGG,avg,219.69294802660386,319.6611365291429,492.2667213647162,513.8458168915406,100.0,0.25,9
5000,DP,geom,575.0577160209554,593.0551762806775,604.4990577810506,603.1170037013155,100.0,0.25,9
5000,DP,avg,573.5294279125961,592.576330328168,604.4955942293444,603.1170037013155,100.0,0.25,9
10000,NGG,geom,158.49018124428176,251.76387954743086,499.787343114393,534.6916104235652,100.0,0.25,9
10000,NGG,avg,158.67538762671973,291.69717074563835,481.061693140812,538.3196370298115,100.0,0.25,9
10000,DP,geom,748.6453047430547,763.116803879766,779.2025979345433,779.9727680829766,100.0,0.25,9
10000,DP,avg,747.0018310409221,762.5808834381932,779.1692628519988,779.9727680829766,100.0,0.25,9
100000,NGG,geom,747.7854261378652,794.1193579647379,586.4826935370102,603.3882453044675,100.0,0.25,9
100000,NGG,avg,837.8386946300693,778.0447032782863,861.2438840205164,992.1388798114567,100.0,0.25,9
100000,DP,geom,1618.8495425836616,1561.8638434157651,1346.3791570630713,1291.9217582991982,100.0,0.25,9
100000,DP,avg,1617.9808296127712,1561.6638458540144,1346.3458561681728,1291.9217582991982,100.0,0.25,9
250000,NGG,geom,2228.67060686324,1870.88121443224,2019.569972124049,2071.994990903282,100.0,0.25,9
250000,NGG,avg,1779.6353687018536,1943.8013070904763,2452.9415502881257,2234.1170004118067,100.0,0.25,9
250000,DP,geom,2141.8313571947174,2082.5759520891056,1712.1657692557415,1551.7133418149142,100.0,0.25,9
250000,DP,avg,2141.104784178774,2082.293446070319,1712.1657617541864,1551.7133418149142,100.0,0.25,9
5000,NGG,geom,841.2342000393572,900.0827455305591,1109.175908021778,1177.6193447826795,10.0,0.75,9
5000,NGG,avg,838.7207669759488,903.457707869982,1114.881279455113,1172.8133479631042,10.0,0.75,9
5000,DP,geom,1177.0260154179625,1136.8813074801378,1071.1996733050146,1065.8311158674637,10.0,0.75,9
5000,DP,avg,1176.3915228974527,1136.6426761847868,1071.1329876189022,1065.8311158674637,10.0,0.75,9
10000,NGG,geom,1464.9370261533345,1495.9103867114009,1658.5059956550188,1769.3300774075576,10.0,0.75,9
10000,NGG,avg,1456.4443666764541,1495.9086160068555,1659.0051225443403,1733.258565917,10.0,0.75,9
10000,DP,geom,2134.414880188825,2045.579619198039,1721.7837891587674,1602.7819841070686,10.0,0.75,9
10000,DP,avg,2134.280118208667,2045.3893755125414,1721.7801965958154,1602.7819841070684,10.0,0.75,9
100000,NGG,geom,7841.215726295956,7952.213952264271,7978.498088119507,7405.38485185583,10.0,0.75,9
100000,NGG,avg,7845.021192880932,7916.809012590209,8213.2015999177,8373.409086555022,10.0,0.75,9
100000,DP,geom,13090.052791662123,12904.128602178394,11923.203384972676,11071.884603619583,10.0,0.75,9
100000,DP,avg,13089.69973733915,12903.957293436672,11923.203189022011,11071.884603619583,10.0,0.75,9
250000,NGG,geom,14953.935598567203,15660.383190435747,15840.71996811057,14548.643032551776,10.0,0.75,9
250000,NGG,avg,15075.354541766927,15650.904328927518,16554.99562184315,14760.840363884521,10.0,0.75,9
250000,DP,geom,26520.125487497255,26304.235821035887,25108.316545136473,23991.68150465529,10.0,0.75,9
250000,DP,avg,26519.64894189767,26304.007383214794,25108.31037029994,23991.68150465529,10.0,0.75,9
5000,NGG,geom,1430.8498527744634,1446.239703730871,1572.4120011830444,1665.553751204021,1000.0,0.25,3
5000,NGG,avg,1414.884356733948,1449.0762441580828,1585.4066269430966,1674.251345847632,1000.0,0.25,3
5000,DP,geom,1556.2282125445927,1533.0272390267328,1394.5089399292083,1342.1995319162988,1000.0,0.25,3
5000,DP,avg,1549.4238732966876,1531.4127006049127,1394.3114863763258,1342.1995319162988,1000.0,0.25,3
10000,NGG,geom,1572.8244520410312,1561.0811407379417,1793.626030669251,1934.2112199754881,1000.0,0.25,3
10000,NGG,avg,1547.804949789428,1585.8475630372272,1849.0593964186326,1905.5017038664944,1000.0,0.25,3
10000,DP,geom,2276.3150103763232,2179.1674812785177,1919.8339671606545,1738.400173882314,1000.0,0.25,3
10000,DP,avg,2271.404275365485,2176.0682322775137,1919.7762067773697,1738.4001738823142,1000.0,0.25,3
100000,NGG,geom,299.31832608318655,151.1314816441627,215.45346111502658,417.85093816522294,1000.0,0.25,3
100000,NGG,avg,222.70458972817596,467.316882158726,1025.3946003321707,747.1435413903055,1000.0,0.25,3
100000,DP,geom,6538.937987893647,6458.365994265567,5414.80123393963,4768.177341164261,1000.0,0.25,3
100000,DP,avg,6525.35658455842,6451.198171102695,5412.136247347835,4768.177341164257,1000.0,0.25,3
250000,NGG,geom,2390.3447283467194,1846.347938000572,2393.799581206167,2590.9736041894375,1000.0,0.25,3
250000,NGG,avg,2021.1461230741588,1613.2416101513718,1228.8730931351347,3588.3888245502367,1000.0,0.25,3
250000,DP,geom,9366.307443138845,9302.14390912022,8063.7584809785785,6917.3891319655895,1000.0,0.25,3
250000,DP,avg,9353.927090944442,9297.711304628203,8063.316513091692,6917.389131965592,1000.0,0.25,3
5000,NGG,geom,246.1872883430284,340.44165847519884,498.8678239172741,554.9899668788901,100.0,0.25,1
5000,NGG,avg,256.51891547614696,331.8802584677089,500.65937553480353,541.3733711283729,100.0,0.25,1
5000,DP,geom,593.7559450002757,606.5662420452843,616.1252715362301,621.1730065353281,100.0,0.25,1
5000,DP,avg,592.5666632840006,606.4003106355452,616.1049504424807,621.1730065353281,100.0,0.25,1
10000,NGG,geom,184.00731025725713,306.7605420519626,499.6303075360229,578.4507003128374,100.0,0.25,1
10000,NGG,avg,201.91911618979725,308.69121963761825,466.3483447082165,467.70311648232604,100.0,0.25,1
10000,DP,geom,766.9705421032279,779.7077181887313,800.2297322802074,796.7963679924977,100.0,0.25,1
10000,DP,avg,765.5152302216381,779.4551701127762,800.1019032886679,796.7963679924977,100.0,0.25,1
100000,NGG,geom,728.7852935026417,844.153976967456,1006.7566420390744,576.2715222086968,100.0,0.25,1
100000,NGG,avg,929.5030096602941,818.8446807706123,918.6856796923475,518.5072538836362,100.0,0.25,1
100000,DP,geom,1617.0464197120389,1571.7626417202086,1362.3750831529787,1269.1286994231393,100.0,0.25,1
100000,DP,avg,1616.4928271550882,1571.5630167418847,1362.3201332460603,1269.1286994231393,100.0,0.25,1
250000,NGG,geom,1742.73850351282,1847.3617877838633,1853.350922649789,2978.720618776877,100.0,0.25,1
250000,NGG,avg,1655.7689234838563,1821.820512514647,2672.7543891971627,2320.1227348077155,100.0,0.25,1
250000,DP,geom,2240.082966482632,2191.9868054306085,1808.433347826658,1612.1665930857982,100.0,0.25,1
250000,DP,avg,2238.4832451329444,2191.431692448991,1808.411618511826,1612.166593085798,100.0,0.25,1
5000,NGG,geom,1696.1517173408022,1707.276435421541,1837.7130803648056,1906.5724482087192,100.0,0.75,4
5000,NGG,avg,1685.609443818888,1728.4857220404217,1824.250152540261,1922.974435028535,100.0,0.75,4
5000,DP,geom,1914.8087713204236,1887.0134125910847,1635.0346215648774,1572.048495088342,100.0,0.75,4
5000,DP,avg,1910.4141761929038,1885.1216461507997,1634.9158780688304,1572.048495088342,100.0,0.75,4
10000,NGG,geom,2571.413121856821,2611.232429545319,2806.8575116040106,2833.6181856744674,100.0,0.75,4
10000,NGG,avg,2616.479068755156,2598.7601085859524,2768.243113436106,2865.2184006734315,100.0,0.75,4
10000,DP,geom,3436.1056303901732,3345.6871620106926,2836.5404820168224,2527.2910350682796,100.0,0.75,4
10000,DP,avg,3431.274258819951,3344.345811969546,2836.509219904287,2527.2910350682796,100.0,0.75,4
100000,NGG,geom,12959.162879435275,13127.451069574036,13840.5275509191,14142.415158939602,100.0,0.75,4
100000,NGG,avg,13158.199627705402,13167.061523498753,13986.000839124987,14170.9783051955,100.0,0.75,4
100000,DP,geom,22936.030084600872,22670.636685117217,21230.49332580864,19961.42088604094,100.0,0.75,4
100000,DP,avg,22928.243521464217,22669.217021609926,21230.356038191312,19961.420886040938,100.0,0.75,4
250000,NGG,geom,27518.1198403216,28383.492628112697,30270.84865355184,30840.96441172075,100.0,0.75,4
250000,NGG,avg,28072.98297137837,28436.018235425436,29784.864630385324,30009.33779472065,100.0,0.75,4
250000,DP,geom,46901.81996726258,46731.23586707526,44826.38811780079,43132.52354656026,100.0,0.75,4
250000,DP,avg,46896.36546843552,46728.43961977115,44826.11799233176,43132.52354656026,100.0,0.75,4
5000,NGG,geom,33.258203111990014,32.98010183789569,33.37310257297017,46.22983112989789,10.0,0.25,7
5000,NGG,avg,42.64193850730257,29.65949216907873,10.885425122390501,28.711557268277232,10.0,0.25,7
5000,DP,geom,140.46842711867095,140.64777430571309,143.1346200617481,141.59879937881465,10.0,0.25,7
5000,DP,avg,140.30471724327998,140.5855704313009,143.11653863579252,141.59879937881465,10.0,0.25,7
10000,NGG,geom,133.2453311252258,127.4574292370769,126.1552615811155,70.36550517853141,10.0,0.25,7
10000,NGG,avg,122.70035889924168,128.06899065724332,106.32725307875478,124.53079134914077,10.0,0.25,7
10000,DP,geom,164.35322472994164,165.1113732881568,166.2854316613225,167.15359993013422,10.0,0.25,7
10000,DP,avg,164.2255623853376,165.08849852907778,166.2802616790838,167.15359993013422,10.0,0.25,7
100000,NGG,geom,828.1677289789845,1057.6624134610647,1011.1505465436355,1153.7760905970229,10.0,0.25,7
100000,NGG,avg,976.4255965515608,816.1068798732754,957.3343848704867,643.8368512309223,10.0,0.25,7
100000,DP,geom,305.5834857018632,304.473157013038,309.68438182213714,308.78492893549395,10.0,0.25,7
100000,DP,avg,305.1280239313659,304.3491226798819,309.671176541353,308.78492893549395,10.0,0.25,7
250000,NGG,geom,1710.2905678203279,1783.680189060758,1588.4625481092858,1998.749296024915,10.0,0.25,7
250000,NGG,avg,1566.4795575596393,1793.4996055789316,2513.0826764810754,1807.6941256501823,10.0,0.25,7
250000,DP,geom,405.24607978293466,405.6114246598751,405.7243365332725,408.41904625418954,10.0,0.25,7
250000,DP,avg,404.8937498053703,405.517497787934,405.7243360458621,408.4190462541895,10.0,0.25,7
5000,NGG,geom,852.0708623176629,923.7183523105164,1142.875874133645,1234.8000771490747,10.0,0.75,2
5000,NGG,avg,851.2673270161499,917.4514730247995,1145.167748183883,1221.7852766969356,10.0,0.75,2
5000,DP,geom,1220.3266706447655,1179.9871976581676,1096.1601451350612,1114.9807692847005,10.0,0.75,2
5000,DP,avg,1219.9886025212538,1179.893658383485,1096.1574417545712,1114.9807692847005,10.0,0.75,2
10000,NGG,geom,1341.1704051650463,1410.4456686371573,1604.424274446203,1717.4501825836173,10.0,0.75,2
10000,NGG,avg,1361.173541007271,1410.0233376028532,1559.213155230846,1730.952075483503,10.0,0.75,2
10000,DP,geom,2074.957875894338,1987.9915678116536,1674.697919373426,1582.87491249678,10.0,0.75,2
10000,DP,avg,2074.2249409683536,1987.858268782311,1674.6429056878185,1582.8749124967799,10.0,0.75,2
100000,NGG,geom,7704.134575177822,8054.364973488631,7686.659075491757,7682.105213430638,10.0,0.75,2
100000,NGG,avg,7753.603272418766,8083.838766784975,8373.734353624986,8028.380904280057,10.0,0.75,2
100000,DP,geom,13164.753547911161,13003.524115778571,12021.939279177786,11156.883684210059,10.0,0.75,2
100000,DP,avg,13163.639746939025,13003.327265019348,12021.913485159865,11156.883684210059,10.0,0.75,2
250000,NGG,geom,14728.85637767064,15242.848673336237,16124.207379664284,15491.306909386489,10.0,0.75,2
250000,NGG,avg,14903.096386025001,15346.62952341351,16255.811520644555,16413.06437457726,10.0,0.75,2
250000,DP,geom,26526.744361407906,26329.11112063514,25153.26251469126,24036.49781016215,10.0,0.75,2
250000,DP,avg,26525.31436049511,26328.84449246814,25153.25576010916,24036.49781016215,10.0,0.75,2
5000,NGG,geom,67.42988882018628,61.255146577255175,87.64680022263983,51.5791559648745,10.0,0.25,6
5000,NGG,avg,72.0486523286497,58.283481370399585,45.21878369110587,74.10548997946353,10.0,0.25,6
5000,DP,geom,104.14310454738761,106.64846998010903,107.47637573011308,106.76048523604787,10.0,0.25,6
5000,DP,avg,104.02775758105878,106.6154961816251,107.47631621498141,106.76048523604788,10.0,0.25,6
10000,NGG,geom,140.037372679422,159.40074813287788,152.67436663037336,144.60880549389844,10.0,0.25,6
10000,NGG,avg,132.71647604119704,131.73494939617524,163.42580985542696,189.7377127804184,10.0,0.25,6
10000,DP,geom,128.9004368693145,129.23380190383494,129.9512749882032,130.73358872363758,10.0,0.25,6
10000,DP,avg,128.7295040805097,129.11402503982785,129.94554168099512,130.73358872363758,10.0,0.25,6
100000,NGG,geom,817.2062287830497,908.0189876063637,719.5205438095918,641.8808525058898,10.0,0.25,6
100000,NGG,avg,804.0920497093937,754.4692116821793,693.5181941560495,747.4520860057135,10.0,0.25,6
100000,DP,geom,297.422946004553,297.0067794704676,297.4427676202376,297.5230221254561,10.0,0.25,6
100000,DP,avg,297.23379503109504,296.95338257070364,297.4427661887552,297.5230221254561,10.0,0.25,6
250000,NGG,geom,1235.5944180244805,1567.7483407330217,2959.6544499484057,1182.6786373645937,10.0,0.25,6
250000,NGG,avg,1434.4179670588649,1728.4580511514841,1505.69412506985,1189.5032372729218,10.0,0.25,6
250000,DP,geom,390.6212900664995,393.5500200284062,393.26599140278523,392.6792630557813,10.0,0.25,6
250000,DP,avg,390.4199081847467,393.50568655199794,393.25484674671594,392.6792630557813,10.0,0.25,6
